Name,Developer,Version,Loader,Enabled,FileName,Path
Storage Labels,"MehVahdJukaar, Plantkillable",1.21-2.0.3,NeoForge,true,labels-1.21-2.0.3-neoforge...jar,C:\Users\Lucky56\github\modpacks\mods\labels-1.21-2.0.3-neoforge...jar
LambDynamicLights,LambdAurora,4.8.10+1.21.1,"NeoForge, Fabric",true,lambdynamiclights-4.8.10+1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\lambdynamiclights-4.8.10+1.21.1.jar
leaky mod,Someaddon,2.4,NeoForge,true,leaky-1.21-2.4.jar,C:\Users\Lucky56\github\modpacks\mods\leaky-1.21-2.4.jar
lever drugster,-,1.8.4,NeoForge,true,lever-drugster-1.8.4.jar,C:\Users\Lucky56\github\modpacks\mods\lever-drugster-1.8.4.jar
Liberty's Villagers,gitsh01,1.0.15+fabric+1.21,Fabric,true,liberty-villagers-mod-1.0.15+fabric+1.21...jar,C:\Users\Lucky56\github\modpacks\mods\liberty-villagers-mod-1.0.15+fabric+1.21...jar
Life-Size Bdubs,Superkat32,1.0.5,NeoForge,true,lifesizebdubs-1.0.5.jar,C:\Users\Lucky56\github\modpacks\mods\lifesizebdubs-1.0.5.jar
Lift n' Load,LopyLuna,1.0c,NeoForge,true,Lift-n-Load-1.21.1-1.0c.jar,C:\Users\Lucky56\github\modpacks\mods\Lift-n-Load-1.21.1-1.0c.jar
limitedchunks mod,Someaddon,4.1,"NeoForge, Forge",true,limitedchunks-1.21-4.1.jar,C:\Users\Lucky56\github\modpacks\mods\limitedchunks-1.21-4.1.jar
Lithium,"2No2Name, JellySquid",0.15.4+mc1.21.1,NeoForge,true,lithium-neoforge-0.15.4+mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\lithium-neoforge-0.15.4+mc1.21.1.jar
Lithostitched,Apollo,1.7.12,NeoForge,true,lithostitched-1.7.12-neoforge-21.1.jar,C:\Users\Lucky56\github\modpacks\mods\lithostitched-1.7.12-neoforge-21.1.jar
Load My F***ing Tags,Blodhgarm,1.1.1+1.21.9,"NeoForge, Forge",true,lmft-1.1.1+1.21.9-neoforge...jar,C:\Users\Lucky56\github\modpacks\mods\lmft-1.1.1+1.21.9-neoforge...jar
Lootintegrations mod,Someaddon,4.7,NeoForge,true,lootintegrations-1.21.1-4.7.jar,C:\Users\Lucky56\github\modpacks\mods\lootintegrations-1.21.1-4.7.jar
lootintegrations_betterarcheology mod,Someaddon,1,"NeoForge, Forge, Fabric",true,lootintegrations_betterarcheology-1.2.jar,C:\Users\Lucky56\github\modpacks\mods\lootintegrations_betterarcheology-1.2.jar
lootintegrations_dnt mod,Someaddon,1,"NeoForge, Forge, Fabric",true,lootintegrations_dnt-2.6.jar,C:\Users\Lucky56\github\modpacks\mods\lootintegrations_dnt-2.6.jar
lootintegrations_structory mod,Someaddon,1,"NeoForge, Forge, Fabric",true,lootintegrations_structory-1.4.jar,C:\Users\Lucky56\github\modpacks\mods\lootintegrations_structory-1.4.jar
lootintegrations_vanilla mod,Someaddon,1,"NeoForge, Forge, Fabric",true,lootintegrations_vanilla-1.6.jar,C:\Users\Lucky56\github\modpacks\mods\lootintegrations_vanilla-1.6.jar
lootintegrations_yungs mod,Someaddon,1,"NeoForge, Forge, Fabric",true,lootintegrations_yungs-1.6.jar,C:\Users\Lucky56\github\modpacks\mods\lootintegrations_yungs-1.6.jar
Lootr,Noobanidus,1.21.1-1.11.37.121,NeoForge,true,lootr-neoforge-1.21.1-1.11.37.121.jar,C:\Users\Lucky56\github\modpacks\mods\lootr-neoforge-1.21.1-1.11.37.121.jar
Luki's Ancient Cities,lukidonu,1-v1.2,"NeoForge, Forge, Fabric, Quilt",true,lukis-ancient-cities-v1.2...jar,C:\Users\Lucky56\github\modpacks\mods\lukis-ancient-cities-v1.2...jar
Luki's Grand Capitals,lukidonu,1.1.3,"NeoForge, Forge, Fabric, Quilt",true,lukis-grand-capitals-1.1.3...jar,C:\Users\Lucky56\github\modpacks\mods\lukis-grand-capitals-1.1.3...jar
Luki's Strongholds,lukidonu,1-v1.0,"NeoForge, Forge, Fabric, Quilt",true,lukis-strongholds-v1.0...jar,C:\Users\Lucky56\github\modpacks\mods\lukis-strongholds-v1.0...jar
Luki's Woodland Mansions,lukidonu,1-v1.0,"NeoForge, Forge, Fabric, Quilt",true,lukis-woodland-mansions-v1.0...jar,C:\Users\Lucky56\github\modpacks\mods\lukis-woodland-mansions-v1.0...jar
Marbled's Chevon,MarbledNull,1.0.0.0,NeoForge,true,marbledschevon-1.21.1neo-1.0.0.0.jar,C:\Users\Lucky56\github\modpacks\mods\marbledschevon-1.21.1neo-1.0.0.0.jar
Barebones McQoy,Sisby folk. Contributions by cassiancc.,0.4.1+neo-1.21,NeoForge,true,mcqoy-0.4.1+neo-1.21.jar,C:\Users\Lucky56\github\modpacks\mods\mcqoy-0.4.1+neo-1.21.jar
Measurements,Mrbysco,3.0.3,NeoForge,true,Measurements-neoforge-1.21.1-3.0.3...jar,C:\Users\Lucky56\github\modpacks\mods\Measurements-neoforge-1.21.1-3.0.3...jar
Moderately Enough Effect Descriptions,Neon_Cranberries,7.2.0,NeoForge,true,MEED-1.21.1-7.9.1.jar,C:\Users\Lucky56\github\modpacks\mods\MEED-1.21.1-7.9.1.jar
Melody,Keksuccino,1.0.10,NeoForge,true,melody_neoforge_1.0.10_MC_1.21...jar,C:\Users\Lucky56\github\modpacks\mods\melody_neoforge_1.0.10_MC_1.21...jar
MidnightLib,"TeamMidnightDust, Motschen",1.9.3,NeoForge,true,midnightlib-neoforge-1.9.3+1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\midnightlib-neoforge-1.9.3+1.21.1.jar
Midnight Thoughts,iliiasik,1.4.2,NeoForge,true,midnightthoughts-1.4.2+neoforge.1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\midnightthoughts-1.4.2+neoforge.1.21.1.jar
Minecraft Cursor,fishstiz,3.11.3+1.21.1,NeoForge,true,minecraft-cursor-neoforge-3.11.3+1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\minecraft-cursor-neoforge-3.11.3+1.21.1...jar
Minopp,"Zbx1425, MalayP",1.4.0+1.21.1+neoforge,NeoForge,true,minopp-1.4.0+1.21.1+neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\minopp-1.4.0+1.21.1+neoforge.jar
Model Gap Fix,MehVahdJukaar,1.21-1.10,NeoForge,true,modelfix-1.21-1.10...jar,C:\Users\Lucky56\github\modpacks\mods\modelfix-1.21-1.10...jar
ModernFix,embeddedt,5.27.14+mc1.21.1,NeoForge,true,modernfix-neoforge-5.27.14+mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\modernfix-neoforge-5.27.14+mc1.21.1.jar
Modpack Update Checker,Jab125,0.15.6,"NeoForge, Forge",true,modpack-update-checker-1.21.1-neoforge-0.15.6...jar,C:\Users\Lucky56\github\modpacks\mods\modpack-update-checker-1.21.1-neoforge-0.15.6...jar
Moonlight Lib,MehVahdJukaar,1.21.1-3.0.22,NeoForge,true,moonlight-neoforge-1.21.1-3.0.22.jar,C:\Users\Lucky56\github\modpacks\mods\moonlight-neoforge-1.21.1-3.0.22.jar
More Culling,"FX - PR0CESS, 1Foxy2",1.0.8,NeoForge,true,moreculling-neoforge-1.21.1-1.0.8.jar,C:\Users\Lucky56\github\modpacks\mods\moreculling-neoforge-1.21.1-1.0.8.jar
MoreDensityFunctions,Klinbee,2.3.1,NeoForge,true,moredensityfunctions-neoforge-1.21.1-2.3.1.jar,C:\Users\Lucky56\github\modpacks\mods\moredensityfunctions-neoforge-1.21.1-2.3.1.jar
MoreMouseTweaks,NotRyken,1.1.1+1.21.1,NeoForge,true,moremousetweaks-neoforge-1.1.1+1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\moremousetweaks-neoforge-1.1.1+1.21.1...jar
More Sniffer Flowers,"AbraXator, Nikdo53",6.6.6,NeoForge,true,MoreSnifferFlowers-1.21.1-neo-6.6.6.jar,C:\Users\Lucky56\github\modpacks\mods\MoreSnifferFlowers-1.21.1-neo-6.6.6.jar
More Armor Trims,Masik16u,1.5.3-1.21.1,NeoForge,true,more_armor_trims-neoforge-1.5.3-1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\more_armor_trims-neoforge-1.5.3-1.21.1...jar
Mouse Tweaks,Ivan Molodetskikh (YaLTeR),2.26.1,NeoForge,true,MouseTweaks-neoforge-mc1.21-2.26.1...jar,C:\Users\Lucky56\github\modpacks\mods\MouseTweaks-neoforge-mc1.21-2.26.1...jar
Mowzie's Mobs,"BobMowzie, Wadoo, Vakypanda, Noonyez, pau101",1.8.2,"NeoForge, Forge",true,mowziesmobs-1.21.1-1.8.2...jar,C:\Users\Lucky56\github\modpacks\mods\mowziesmobs-1.21.1-1.8.2...jar
Moyai,MehVahdJukaar,1.21-2.1.7,NeoForge,true,moyai-1.21-2.1.7-neoforge...jar,C:\Users\Lucky56\github\modpacks\mods\moyai-1.21-2.1.7-neoforge...jar
M.R.U,IMB11 (mineblock11),1.0.19+LTS+1.21.1+neoforge,NeoForge,true,mru-1.0.19+LTS+1.21.1+neoforge...jar,C:\Users\Lucky56\github\modpacks\mods\mru-1.0.19+LTS+1.21.1+neoforge...jar
My Nether's Delight,SoyTutta,1.10.2,NeoForge,true,MyNethersDelight-1.21.1-1.10.2.jar,C:\Users\Lucky56\github\modpacks\mods\MyNethersDelight-1.21.1-1.10.2.jar
NBT Autocomplete,mt1006,1.3.10,NeoForge,true,NBTac-NEOFORGE-1.21.1-1.3.10...jar,C:\Users\Lucky56\github\modpacks\mods\NBTac-NEOFORGE-1.21.1-1.3.10...jar
Neapolitan,Team Abnormals,6.0.1,NeoForge,true,neapolitan-1.21.1-6.0.1...jar,C:\Users\Lucky56\github\modpacks\mods\neapolitan-1.21.1-6.0.1...jar
Necronomicon,ElocinDev,1.6.0,"NeoForge, Forge, Fabric",true,Necronomicon-NeoForge-1.6.0+1.21.jar,C:\Users\Lucky56\github\modpacks\mods\Necronomicon-NeoForge-1.6.0+1.21.jar
Neruina,Bawnorton,3.3.2,NeoForge,true,neruina-3.3.2+1.21.1-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\neruina-3.3.2+1.21.1-neoforge.jar
Nest Egg,DavigJ,2.0.1,NeoForge,true,nest_egg-1.21.1-2.0.1.jar,C:\Users\Lucky56\github\modpacks\mods\nest_egg-1.21.1-2.0.1.jar
Nether Depths Upgrade,Scouter456,3.1.8,NeoForge,true,netherdepthsupgrade-3.1.8-1.21...jar,C:\Users\Lucky56\github\modpacks\mods\netherdepthsupgrade-3.1.8-1.21...jar
NexusLib,Hecco,1.1.5,NeoForge,true,nexuslib-neoforge-1.21.1-1.1.5.jar,C:\Users\Lucky56\github\modpacks\mods\nexuslib-neoforge-1.21.1-1.1.5.jar
Nirvana,possible_triangle,2.0.11,NeoForge,true,nirvana-forge-2.0.11.jar,C:\Users\Lucky56\github\modpacks\mods\nirvana-forge-2.0.11.jar
No Telemetry,kb1000,1.10.0,"NeoForge, Forge, Fabric",true,no-telemetry-1.10.0...jar,C:\Users\Lucky56\github\modpacks\mods\no-telemetry-1.10.0...jar
Noisium,Steveplays28,2.7.0+mc1.21-1.21.1,NeoForge,true,noisium-neoforge-2.7.0+mc1.21-1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\noisium-neoforge-2.7.0+mc1.21-1.21.1...jar
Not Enough Recipe Book,OctoStudios,0.4.3,NeoForge,true,Not Enough Recipe Book-NEOFORGE-0.4.3+1.21...jar,C:\Users\Lucky56\github\modpacks\mods\Not Enough Recipe Book-NEOFORGE-0.4.3+1.21...jar
Not Enough Crashes,Fudge,4.4.9+1.21.1,NeoForge,true,notenoughcrashes-neoforge-4.4.9+1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\notenoughcrashes-neoforge-4.4.9+1.21.1...jar
Not Enough Trials,Danmatisk,6.4,NeoForge,true,NotEnoughTrials-1.21-v6.4-Neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\NotEnoughTrials-1.21-v6.4-Neoforge.jar
Nullscape,Stardust Labs,1.2.14,"NeoForge, Forge, Fabric, Quilt",true,Nullscape_1.21.x_v1.2.14...jar,C:\Users\Lucky56\github\modpacks\mods\Nullscape_1.21.x_v1.2.14...jar
Nyf's Spiders,Nyfaria,3.0.1,NeoForge,true,nyfsspiders-neoforge-1.21.1-3.0.1...jar,C:\Users\Lucky56\github\modpacks\mods\nyfsspiders-neoforge-1.21.1-3.0.1...jar
Obscure Tooltips,Obscuria,4.2.2,NeoForge,true,obscure_tooltips-neoforge-1.21.1-4.2.2...jar,C:\Users\Lucky56\github\modpacks\mods\obscure_tooltips-neoforge-1.21.1-4.2.2...jar
Observable,tasgon,5.4.4,NeoForge,true,observable-5.4.4...jar,C:\Users\Lucky56\github\modpacks\mods\observable-5.4.4...jar
OctoLib,OctoStudios,0.6.2,NeoForge,true,OctoLib-NEOFORGE-0.6.2+1.21.jar,C:\Users\Lucky56\github\modpacks\mods\OctoLib-NEOFORGE-0.6.2+1.21.jar
OELib,Flechazo,0.2.3,NeoForge,true,OELib-neoforge-1.21.1-0.2.3...jar,C:\Users\Lucky56\github\modpacks\mods\OELib-neoforge-1.21.1-0.2.3...jar
Oreganized,Team Galena,5.1.2,NeoForge,true,Oreganized 1.21.1-5.1.2.jar,C:\Users\Lucky56\github\modpacks\mods\Oreganized 1.21.1-5.1.2.jar
Oreganized Carcinogenius,Team Galena,5.0.0,NeoForge,true,Oreganized Carcinogenius 1.21.1-5.0.0.jar,C:\Users\Lucky56\github\modpacks\mods\Oreganized Carcinogenius 1.21.1-5.0.0.jar
Overflowing Bars,Fuzs,21.1.1,NeoForge,true,OverflowingBars-v21.1.1-1.21.1-NeoForge...jar,C:\Users\Lucky56\github\modpacks\mods\OverflowingBars-v21.1.1-1.21.1-NeoForge...jar
oωo,"glisco, Blodhgarm, BasiqueEvangelist, Noaaan",0.12.15.5-beta.1+1.21,NeoForge,true,owo-lib-neoforge-0.12.15.5-beta.1+1.21....jar,C:\Users\Lucky56\github\modpacks\mods\owo-lib-neoforge-0.12.15.5-beta.1+1.21....jar
Packed Packs,fishstiz,2.2.1+1.21.1,NeoForge,true,packed_packs-neoforge-2.2.1+1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\packed_packs-neoforge-2.2.1+1.21.1.jar
Particle Effects,"LopyMine, KlashRaick",1.5.0+1.21.1+neoforge,NeoForge,true,ParticleEffects-1.5.0+1.21.1+neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\ParticleEffects-1.5.0+1.21.1+neoforge.jar
Particle Rain,pigcart,4.0.0-beta.10,NeoForge,true,particlerain-4.0.0-beta.10+1.21.1-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\particlerain-4.0.0-beta.10+1.21.1-neoforge.jar
Particle Core,fzzyhmstrs,0.3.3+1.21+neoforge,NeoForge,true,particle_core-0.3.3+1.21+neoforge...jar,C:\Users\Lucky56\github\modpacks\mods\particle_core-0.3.3+1.21+neoforge...jar
PatPat,"LopyMine, nikita51",1.2.4+1.21.1+neoforge,NeoForge,true,PatPat-1.2.4+1.21.1+neoforge...jar,C:\Users\Lucky56\github\modpacks\mods\PatPat-1.2.4+1.21.1+neoforge...jar
Peeping Angels,DavigJ,3.0.0,NeoForge,true,peeping_angels-1.21.1-3.0.0.jar,C:\Users\Lucky56\github\modpacks\mods\peeping_angels-1.21.1-3.0.0.jar
Pehkui,Virtuoel,3.8.3+1.21-neoforge,"NeoForge, Fabric",true,Pehkui-3.8.3+1.21-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\Pehkui-3.8.3+1.21-neoforge.jar
Perception,OctoStudios,0.2.1,NeoForge,true,Perception-NEOFORGE-0.2.1+1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\Perception-NEOFORGE-0.2.1+1.21.1...jar
Personality,Team Abnormals,5.0.2,NeoForge,true,personality-1.21.1-5.0.2.jar,C:\Users\Lucky56\github\modpacks\mods\personality-1.21.1-5.0.2.jar
Petrolpark's Library,Petrolpark,1.4.36,NeoForge,true,petrolpark-1.21.1-1.4.36.jar,C:\Users\Lucky56\github\modpacks\mods\petrolpark-1.21.1-1.4.36.jar
Petrol's Parts,Petrolpark,1.2.10,NeoForge,true,petrolsparts-1.21.1-1.2.10...jar,C:\Users\Lucky56\github\modpacks\mods\petrolsparts-1.21.1-1.2.10...jar
Pet Cemetery,Team Abnormals,3.0.1,NeoForge,true,pet_cemetery-1.21.1-3.0.1...jar,C:\Users\Lucky56\github\modpacks\mods\pet_cemetery-1.21.1-3.0.1...jar
Presence Footsteps x Sable,-,1.0,NeoForge,true,pfsable-1.0.jar,C:\Users\Lucky56\github\modpacks\mods\pfsable-1.0.jar
Create: Sound of Steam,"FinchyMcFinch, Deanosaur75",0.8.2+1.21.1,NeoForge,true,pipeorgans-0.8.2+1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\pipeorgans-0.8.2+1.21.1...jar
Create Pipes n Physics,Devin,2.0.3,NeoForge,true,pipesnphysics-2.0.3.jar,C:\Users\Lucky56\github\modpacks\mods\pipesnphysics-2.0.3.jar
Placebo,Shadows_of_Fire,9.9.1,NeoForge,true,Placebo-1.21.1-9.9.1.jar,C:\Users\Lucky56\github\modpacks\mods\Placebo-1.21.1-9.9.1.jar
Platform,ItsBlackGear,1.3.3,NeoForge,true,Platform-neoforge-1.21.1-1.3.3.jar,C:\Users\Lucky56\github\modpacks\mods\Platform-neoforge-1.21.1-1.3.3.jar
Player Animator,KosmX,2.0.4+1.21.1,NeoForge,true,player-animation-lib-forge-2.0.4+1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\player-animation-lib-forge-2.0.4+1.21.1.jar
Player Animation Library,"Zigy, dima_dencep",1.1.4+mc.1.21.1,NeoForge,true,PlayerAnimationLibNeoforge-1.1.4+mc.1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\PlayerAnimationLibNeoforge-1.1.4+mc.1.21.1...jar
Polymorph,Illusive Soulworks,1.1.0+1.21.1,NeoForge,true,polymorph-neoforge-1.1.0+1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\polymorph-neoforge-1.1.0+1.21.1...jar
Polytone,MehVahdJukaar,1.21-3.6.7,NeoForge,true,polytone-1.21-3.6.7-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\polytone-1.21-3.6.7-neoforge.jar
Portfolio,"SheddmerSTK, Yapettoshen",1.21.1-1.5.5-neoforge,NeoForge,true,portfolio-1.21.1-1.5.5-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\portfolio-1.21.1-1.5.5-neoforge.jar
Create: Power Grid,"patryk3211, Da-Negy, rvndm, casvara",0.5.5.1,NeoForge,true,powergrid-mc1.21.1-0.5.5.1.jar,C:\Users\Lucky56\github\modpacks\mods\powergrid-mc1.21.1-0.5.5.1.jar
Presence Footsteps [FORGE],1Influence,1.0.0,NeoForge,true,Presence Footsteps [NEOFORGE]+1.21-1.1.0.jar,C:\Users\Lucky56\github\modpacks\mods\Presence Footsteps [NEOFORGE]+1.21-1.1.0.jar
Pretty In Pink,"Weido's Oddities (@weidos.oddities), pinkmachine (@pinkmachine)",1.0.4,NeoForge,true,pretty_in_pink-1.0.4-1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\pretty_in_pink-1.0.4-1.21.1...jar
PrickleMC,Darkhax,21.1.11,NeoForge,true,prickle-neoforge-1.21.1-21.1.11...jar,C:\Users\Lucky56\github\modpacks\mods\prickle-neoforge-1.21.1-21.1.11...jar
Prometheus,Crystal Spider,1.2.5,NeoForge,true,prometheus-neoforge-1.21-1.2.5...jar,C:\Users\Lucky56\github\modpacks\mods\prometheus-neoforge-1.21-1.2.5...jar
Puzzles Lib,Fuzs,21.1.52,NeoForge,true,PuzzlesLib-v21.1.52-1.21.1-NeoForge.jar,C:\Users\Lucky56\github\modpacks\mods\PuzzlesLib-v21.1.52-1.21.1-NeoForge.jar
Quad,LieOnLion,1.2.9,NeoForge,true,Quad-1.2.9+1.21.1-Neo...jar,C:\Users\Lucky56\github\modpacks\mods\Quad-1.2.9+1.21.1-Neo...jar
Quark,"Vazkii, WireSegal, MCVinnyq, Sully",4.1-481,NeoForge,true,Quark-4.1-481.jar,C:\Users\Lucky56\github\modpacks\mods\Quark-4.1-481.jar
Quark Oddities,"Vazkii, WireSegal, MCVinnyq, Sully",1.21.1,NeoForge,true,QuarkOddities-1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\QuarkOddities-1.21.1...jar
QuarkPonders,LeoBeliik,1.5.1,NeoForge,true,QuarkPonders-1.5.1_NeoForge-1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\QuarkPonders-1.5.1_NeoForge-1.21.1.jar
Quark X Not Enough Trials,Danmatisk,1.0,NeoForge,true,QuarkXNET-1.21-v1.0.jar,C:\Users\Lucky56\github\modpacks\mods\QuarkXNET-1.21-v1.0.jar
Quick Menu,codist,1.2.4,Fabric,true,quick-menu-1.2.4-1.21...jar,C:\Users\Lucky56\github\modpacks\mods\quick-menu-1.2.4-1.21...jar
Ragdoll Reactions,Leonardoinc22,0.7.0,NeoForge,true,ragdoll_reactions-1.21.1-0.7.0.jar,C:\Users\Lucky56\github\modpacks\mods\ragdoll_reactions-1.21.1-0.7.0.jar
Create: Steam 'n' Rails 1.21.1,"PoppyBlossom, Chameleon538, gblfxt",0.3.0-alpha.2+neoforge-mc1.21.1,NeoForge,true,railways-0.3.0-alpha.2+neoforge-mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\railways-0.3.0-alpha.2+neoforge-mc1.21.1.jar
Raised,yurisuika,5.1.2,NeoForge,true,raised-neoforge-1.21.1-5.1.2...jar,C:\Users\Lucky56\github\modpacks\mods\raised-neoforge-1.21.1-5.1.2...jar
ReadyPlayerFun,wendall911,3.0.1.5,NeoForge,true,readyplayerfun-1.21.1-neoforge-3.0.1.5-NEOFORGE.jar,C:\Users\Lucky56\github\modpacks\mods\readyplayerfun-1.21.1-neoforge-3.0.1.5-NEOFORGE.jar
Reese's Sodium Options,FlashyReese,2.2.0+mc1.21.1,NeoForge,true,reeses-sodium-options-neoforge-2.2.0+mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\reeses-sodium-options-neoforge-2.2.0+mc1.21.1.jar
MrCrayfish's Furniture Mod: Refurbished,MrCrayfish,1.0.22,NeoForge,true,refurbished_furniture-neoforge-1.21.1-1.0.22.jar,C:\Users\Lucky56\github\modpacks\mods\refurbished_furniture-neoforge-1.21.1-1.0.22.jar
Regions Unexplored,"Apollo, UHQ_Games",0.6.1,NeoForge,true,regions-unexplored-0.6.1-neoforge-21.1.jar,C:\Users\Lucky56\github\modpacks\mods\regions-unexplored-0.6.1-neoforge-21.1.jar
Relics,SSKirillSS,0.12.8,NeoForge,true,relics-1.21.1-0.12.8.jar,C:\Users\Lucky56\github\modpacks\mods\relics-1.21.1-0.12.8.jar
reliquified_artifacts,Octo-Studios,1.0.7,NeoForge,true,reliquified_artifacts-1.21.1-1.0.7.jar,C:\Users\Lucky56\github\modpacks\mods\reliquified_artifacts-1.21.1-1.0.7.jar
Resourcefulconfig,-,3.0.11,NeoForge,true,resourcefulconfig-neoforge-1.21-3.0.11...jar,C:\Users\Lucky56\github\modpacks\mods\resourcefulconfig-neoforge-1.21-3.0.11...jar
Resourceful Lib,"ThatGravyBoat, Epic_Oreo",3.0.12,NeoForge,true,resourcefullib-neoforge-1.21-3.0.12...jar,C:\Users\Lucky56\github\modpacks\mods\resourcefullib-neoforge-1.21-3.0.12...jar
Resourcify,DeDiamondPro,1.8.3,NeoForge,true,Resourcify (1.21.1-neoforge)-1.8.3.jar,C:\Users\Lucky56\github\modpacks\mods\Resourcify (1.21.1-neoforge)-1.8.3.jar
Respawning Animals,Fuzs,21.1.2,NeoForge,true,RespawningAnimals-v21.1.2-1.21.1-NeoForge...jar,C:\Users\Lucky56\github\modpacks\mods\RespawningAnimals-v21.1.2-1.21.1-NeoForge...jar
Rhino,"latvian.dev, Mozilla",2101.2.7-build.85,"NeoForge, Forge, Fabric",true,rhino-2101.2.7-build.85.jar,C:\Users\Lucky56\github\modpacks\mods\rhino-2101.2.7-build.85.jar
Ribbits,"Joosh, YUNGNICKYOUNG, HellionGames, Refresh Studios",1.21.1-NeoForge-4.1.6,NeoForge,true,Ribbits-1.21.1-NeoForge-4.1.6...jar,C:\Users\Lucky56\github\modpacks\mods\Ribbits-1.21.1-NeoForge-4.1.6...jar
Ritchie's Projectile Library,rbasamoyai,2.1.2,NeoForge,true,ritchiesprojectilelib-2.1.2+mc.1.21.1-neoforge...jar,C:\Users\Lucky56\github\modpacks\mods\ritchiesprojectilelib-2.1.2+mc.1.21.1-neoforge...jar
RoadWeaver,shiroha233,2.2.2-1.21.1,NeoForge,true,roadweaver-neoforge-2.2.2-1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\roadweaver-neoforge-2.2.2-1.21.1.jar
Remove Reloading Screen,dima_dencep,5.0.11+mc1.21.1-forge,NeoForge,true,rrls-5.0.11+mc1.21.1-forge.jar,C:\Users\Lucky56\github\modpacks\mods\rrls-5.0.11+mc1.21.1-forge.jar
Raise Sound Limit Simplified,"RelativityMC, ishland",1.1.16,NeoForge,true,rsls-neoforge-1.1.16...jar,C:\Users\Lucky56\github\modpacks\mods\rsls-neoforge-1.1.16...jar
Sable,RyanHCode,2.0.3,NeoForge,true,sable-neoforge-1.21.1-2.0.3.jar,C:\Users\Lucky56\github\modpacks\mods\sable-neoforge-1.21.1-2.0.3.jar
Jade Sable Compat,-,1.2.1,NeoForge,true,sablejade-1.2.1.jar,C:\Users\Lucky56\github\modpacks\mods\sablejade-1.2.1.jar
Sable Ragdolls,Leonardoinc22,0.7.5,NeoForge,true,sable_player_ragdoll-1.21.1-0.7.5.jar,C:\Users\Lucky56\github\modpacks\mods\sable_player_ragdoll-1.21.1-0.7.5.jar
Saturn,AbdElAziz,0.1.5,NeoForge,true,saturn-mc1.21.1-0.1.5...jar,C:\Users\Lucky56\github\modpacks\mods\saturn-mc1.21.1-0.1.5...jar
Universal Sawmill,MehVahdJukaar,1.21-1.7.7,NeoForge,true,sawmill-neoforge-1.21-1.7.7.jar,C:\Users\Lucky56\github\modpacks\mods\sawmill-neoforge-1.21-1.7.7.jar
Scholar,mortuusars,1.2.3,NeoForge,true,scholar-neoforge-1.21.1-1.2.3.jar,C:\Users\Lucky56\github\modpacks\mods\scholar-neoforge-1.21.1-1.2.3.jar
Searchables,Jaredlll08,1.0.2,NeoForge,true,Searchables-neoforge-1.21.1-1.0.2...jar,C:\Users\Lucky56\github\modpacks\mods\Searchables-neoforge-1.21.1-1.0.2...jar
Separated Leaves,LarsMans,2.6.1,NeoForge,true,separatedleaves-2.6.1-neoforge-1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\separatedleaves-2.6.1-neoforge-1.21.1...jar
ServerCore,Wesley1808,1.5.17+1.21.1,NeoForge,true,servercore-neoforge-1.5.17+1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\servercore-neoforge-1.5.17+1.21.1.jar
Shepard Tone (Pitch Up),mistrberry,0.3.1,NeoForge,true,shepard_sound_streaks-0.3.1.jar,C:\Users\Lucky56\github\modpacks\mods\shepard_sound_streaks-0.3.1.jar
Shifting Wares,Estecka,3.1.1+1.21.3,Fabric,true,shifting-wares-3.1.1+1.21.3...jar,C:\Users\Lucky56\github\modpacks\mods\shifting-wares-3.1.1+1.21.3...jar
