Name,Developer,Version,Loader,Enabled,FileName,Path
Darker Depths,"Naterbobber, Blackgear, Toxteer, Orcinus",2.1.4,NeoForge,true,darkerdepths-2.1.4.jar,C:\Users\Lucky56\github\modpacks\mods\darkerdepths-2.1.4.jar
DarkPaintings,Darkhax,21.1.7,NeoForge,true,darkpaintings-neoforge-1.21.1-21.1.7.jar,C:\Users\Lucky56\github\modpacks\mods\darkpaintings-neoforge-1.21.1-21.1.7.jar
Data Anchor,Corgi Taco,2.0.0.13,NeoForge,true,Data_Anchor-neoforge-1.21.1-2.0.0.13.jar,C:\Users\Lucky56\github\modpacks\mods\Data_Anchor-neoforge-1.21.1-2.0.0.13.jar
Deep Aether,RazorDevs,1.21.1-1.1.5.1,NeoForge,true,deep_aether-1.21.1-1.1.5.1.jar,C:\Users\Lucky56\github\modpacks\mods\deep_aether-1.21.1-1.1.5.1.jar
Default Options,BlayTheNinth,21.1.7,NeoForge,true,defaultoptions-neoforge-1.21.1-21.1.7.jar,C:\Users\Lucky56\github\modpacks\mods\defaultoptions-neoforge-1.21.1-21.1.7.jar
Deployer,"Liukrast, SWZO",0.1.2,NeoForge,true,deployer-0.1.2.jar,C:\Users\Lucky56\github\modpacks\mods\deployer-0.1.2.jar
Design n' Decor,"LopyLuna, DrMangoTea",2.2b,NeoForge,true,Design-n-Decor-1.21.1-2.2b.jar,C:\Users\Lucky56\github\modpacks\mods\Design-n-Decor-1.21.1-2.2b.jar
KubeJS Diesel Generators,BluePHS,1.21.1-1.1.5,NeoForge,true,dg_js-1.21.1-1.1.5.jar,C:\Users\Lucky56\github\modpacks\mods\dg_js-1.21.1-1.1.5.jar
Dimensional Tears,Ordana,1.21.1-0.2.1,NeoForge,true,dimensional_tears-neoforge-1.21.1-0.2.1.jar,C:\Users\Lucky56\github\modpacks\mods\dimensional_tears-neoforge-1.21.1-0.2.1.jar
Distant Friends,"Mrbysco, ShyNieke",0.9.5,NeoForge,true,DistantFriends-neoforge-1.21.1-0.9.5.jar,C:\Users\Lucky56\github\modpacks\mods\DistantFriends-neoforge-1.21.1-0.9.5.jar
Distant Horizons,"James Seibel, Leonardo Amato, Cola, coolGi, Ran, Leetom, pshsh",3.1.2-b,"NeoForge, Fabric",true,DistantHorizons-3.1.2-b-1.21.1-fabric-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\DistantHorizons-3.1.2-b-1.21.1-fabric-neoforge.jar
Create: Dreams n' Desires,LopyLuna,2.3a-BETA,NeoForge,true,DnDesires-1.21.1-2.3a-BETA.jar,C:\Users\Lucky56\github\modpacks\mods\DnDesires-1.21.1-2.3a-BETA.jar
Doom & Gloom,Team Galena,3.0.1,NeoForge,true,doom_and_gloom-forge-3.0.1.jar,C:\Users\Lucky56\github\modpacks\mods\doom_and_gloom-forge-3.0.1.jar
DragonLib,MrJulsen,1.21.1-beta-3.0.28,NeoForge,true,dragonlib-neoforge-1.21.1-beta-3.0.28.jar,C:\Users\Lucky56\github\modpacks\mods\dragonlib-neoforge-1.21.1-beta-3.0.28.jar
Dramatic Doors,FizzWare,1.21.1-3.3.2,"NeoForge, Fabric",true,DramaticDoors-NeoQuiFab-1.21.1-3.3.2.jar,C:\Users\Lucky56\github\modpacks\mods\DramaticDoors-NeoQuiFab-1.21.1-3.3.2.jar
MmmMmmMmmMmm,"Mehvahdjukaar, Bonusboni, Gooigipunch, Plantkillable",1.21-2.0.12,NeoForge,true,dummmmmmy-1.21-2.0.12-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\dummmmmmy-1.21-2.0.12-neoforge.jar
Dungeons and Taverns Desert Temple Replacement,"NovaWostra, Konci, Walls",1-v1.2,NeoForge,true,dungeons-and-taverns-desert-temple-replacement-v1.2.jar,C:\Users\Lucky56\github\modpacks\mods\dungeons-and-taverns-desert-temple-replacement-v1.2.jar
Dungeons and Taverns Nether Fortress Overhaul,"NovaWostra, Konci, Walls",1-v2.4,NeoForge,true,dungeons-and-taverns-nether-fortress-overhaul-v2.4.jar,C:\Users\Lucky56\github\modpacks\mods\dungeons-and-taverns-nether-fortress-overhaul-v2.4.jar
Dungeons and Taverns Ocean Monument Replacement,"NovaWostra, Konci, Walls",1-v1.2,NeoForge,true,dungeons-and-taverns-ocean-monument-replacement-v1.2.jar,C:\Users\Lucky56\github\modpacks\mods\dungeons-and-taverns-ocean-monument-replacement-v1.2.jar
Dungeons and Taverns Pillager Outpost Overhaul,"NovaWostra, Konci, Walls",1-v2.2,NeoForge,true,dungeons-and-taverns-pillager-outpost-overhaul-v2.2.jar,C:\Users\Lucky56\github\modpacks\mods\dungeons-and-taverns-pillager-outpost-overhaul-v2.2.jar
Dungeons and Taverns Swamp Hut Overhaul,"NovaWostra, Konci, Walls",1-v2,NeoForge,true,dungeons-and-taverns-swamp-hut-overhaul-v2.jar,C:\Users\Lucky56\github\modpacks\mods\dungeons-and-taverns-swamp-hut-overhaul-v2.jar
Dungeons and Taverns,"NovaWostra, Konci, Walls",1-v4.4.4,NeoForge,true,dungeons-and-taverns-v4.4.4.jar,C:\Users\Lucky56\github\modpacks\mods\dungeons-and-taverns-v4.4.4.jar
Durability Tooltip,SuperMartijn642,1.1.6,NeoForge,true,durabilitytooltip-1.1.6-neoforge-mc1.21.jar,C:\Users\Lucky56\github\modpacks\mods\durabilitytooltip-1.1.6-neoforge-mc1.21.jar
Dyenamics,"LobsterJonn, Hekera, Reda, Cait",1.21.1-3.4.2,NeoForge,true,dyenamics-1.21.1-3.4.2.jar,C:\Users\Lucky56\github\modpacks\mods\dyenamics-1.21.1-3.4.2.jar
Dyenamics and Friends,LobsterJonn,1.21.1-2.2.2,NeoForge,true,dyenamicsandfriends-1.21.1-2.2.2.jar,C:\Users\Lucky56\github\modpacks\mods\dyenamicsandfriends-1.21.1-2.2.2.jar
Dye Depot,"Yapetto, Ninni",2.1.0,NeoForge,true,dye_depot-2.1.0.jar,C:\Users\Lucky56\github\modpacks\mods\dye_depot-2.1.0.jar
Dye The World!,possible_triangle,2.3.2,NeoForge,true,dye_the_world-2.3.2.jar,C:\Users\Lucky56\github\modpacks\mods\dye_the_world-2.3.2.jar
Dynamic FPS,juliand665 & LostLuma,3.11.4,NeoForge,true,dynamic-fps-3.11.4+minecraft-1.21.0-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\dynamic-fps-3.11.4+minecraft-1.21.0-neoforge.jar
Dynamic Crosshair,Crendgrim,9.11,NeoForge,true,dynamiccrosshair-9.11+1.21.1-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\dynamiccrosshair-9.11+1.21.1-neoforge.jar
Particle Interactions,Enchanted_Games,0.4.1,NeoForge,true,eg_particle_interactions-0.4.1-neoforge-mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\eg_particle_interactions-0.4.1-neoforge-mc1.21.1.jar
Elytra Drag,bl4st,0.4-1.21+,Fabric,true,elytra-drag-0.4-1.21+.jar,C:\Users\Lucky56\github\modpacks\mods\elytra-drag-0.4-1.21+.jar
Elytra Trims,KikuGie,3.10.0,NeoForge,true,elytratrims-neoforge-3.10.0+1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\elytratrims-neoforge-3.10.0+1.21.1.jar
Elytra Trims Extensions,KikuGie,2.2.2,NeoForge,true,elytratrims_extensions-neoforge-2.2.2.jar,C:\Users\Lucky56\github\modpacks\mods\elytratrims_extensions-neoforge-2.2.2.jar
EMI,Emi,1.1.24+1.21.1+neoforge,NeoForge,true,emi-1.1.24+1.21.1+neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\emi-1.1.24+1.21.1+neoforge.jar
EMI++,ConcerroX,2.0.0,NeoForge,true,emixx-2.0.0.jar,C:\Users\Lucky56\github\modpacks\mods\emixx-2.0.0.jar
Create: EMI Schematics,"LiukRast, swzo",1.1.0,NeoForge,true,emi_create_schematics-1.1.0.jar,C:\Users\Lucky56\github\modpacks\mods\emi_create_schematics-1.1.0.jar
EMI Enchanting,fzzyhmstrs,0.1.2+1.21+neoforge,NeoForge,true,emi_enchanting-0.1.2+1.21+neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\emi_enchanting-0.1.2+1.21+neoforge.jar
EMI Ores,Abbie,1.3+1.21.1+neoforge,NeoForge,true,emi_ores-1.3+1.21.1+neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\emi_ores-1.3+1.21.1+neoforge.jar
Emojiful,HRZN,5.2.3,NeoForge,true,Emojiful-Neoforge-1.21-5.2.3-all.jar,C:\Users\Lucky56\github\modpacks\mods\Emojiful-Neoforge-1.21-5.2.3-all.jar
EnchantmentDescriptions,Darkhax,21.1.10,NeoForge,true,enchdesc-neoforge-1.21.1-21.1.10.jar,C:\Users\Lucky56\github\modpacks\mods\enchdesc-neoforge-1.21.1-21.1.10.jar
Enchantment Sort,Locus_Natit,2.2.2,NeoForge,true,enchsort-1.21.1-2.2.2-all.jar,C:\Users\Lucky56\github\modpacks\mods\enchsort-1.21.1-2.2.2-all.jar
Enderman Overhaul,"Alex Nijjar, Joosh",2.0.3,NeoForge,true,endermanoverhaul-neoforge-1.21.1-2.0.3.jar,C:\Users\Lucky56\github\modpacks\mods\endermanoverhaul-neoforge-1.21.1-2.0.3.jar
Enderscape,"lunarbunten, hivye, Konci, Ninni, Orcinus, Luke Bemish",1.0.9,NeoForge,true,enderscape-neoforge-1.0.9+mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\enderscape-neoforge-1.0.9+mc1.21.1.jar
End Remastered,Jack Bagel,6.0.2,NeoForge,true,endrem-neoforge-1.21.X-6.0.2.jar,C:\Users\Lucky56\github\modpacks\mods\endrem-neoforge-1.21.X-6.0.2.jar
End's Delight,FoggyHillside,2.6.1+neoforge.1.21.1,NeoForge,true,ends_delight-2.6.1+neoforge.1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\ends_delight-2.6.1+neoforge.1.21.1.jar
Enhanced Player List,Decrypt,1.0.2,NeoForge,true,enhancedplayerlist-1.0.2.jar,C:\Users\Lucky56\github\modpacks\mods\enhancedplayerlist-1.0.2.jar
Entity Model Features,Traben,3.2.4,NeoForge,true,entity_model_features-3.2.4-1.21-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\entity_model_features-3.2.4-1.21-neoforge.jar
Entity Sound Features,Traben,0.8.1,NeoForge,true,entity_sound_features-0.8.1-1.21-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\entity_sound_features-0.8.1-1.21-neoforge.jar
Entity Texture Features,Traben,7.1,NeoForge,true,entity_texture_features_1.21-neoforge-7.1.jar,C:\Users\Lucky56\github\modpacks\mods\entity_texture_features_1.21-neoforge-7.1.jar
Environmental,Team Abnormals,5.0.1,NeoForge,true,environmental-1.21.1-5.0.1.jar,C:\Users\Lucky56\github\modpacks\mods\environmental-1.21.1-5.0.1.jar
Create: Escalated,rbasamoyai,1.3.1,NeoForge,true,escalated-1.3.1-mc.1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\escalated-1.3.1-mc.1.21.1.jar
Every Compat,"MehVahdJukaar, Xel'Bayria, WenXin2",1.21-2.11.46,NeoForge,false,everycomp-1.21-2.11.46-neoforge.jar.disabled,C:\Users\Lucky56\github\modpacks\mods\everycomp-1.21-2.11.46-neoforge.jar.disabled
Explosive Enhancement,Xylonity,1.1.2,NeoForge,true,explosiveenhancement-neoforge-1.21.1-1.1.2.jar,C:\Users\Lucky56\github\modpacks\mods\explosiveenhancement-neoforge-1.21.1-1.1.2.jar
Exposure,mortuusars,1.9.18,NeoForge,true,exposure-neoforge-1.21.1-1.9.18.jar,C:\Users\Lucky56\github\modpacks\mods\exposure-neoforge-1.21.1-1.9.18.jar
Exposure: Detective,MineBlock1305,1.0.1,NeoForge,true,ExposureDetective-1.21.1-1.0.1.jar,C:\Users\Lucky56\github\modpacks\mods\ExposureDetective-1.21.1-1.0.1.jar
Exposure: Expanded,"Sparkwave, JohnRamRu",1.0.1,NeoForge,true,exposure_expanded-neoforge-1.0.1.jar,C:\Users\Lucky56\github\modpacks\mods\exposure_expanded-neoforge-1.0.1.jar
Exposure Polaroid,mortuusars,1.1.5,NeoForge,true,exposure_polaroid-neoforge-1.21.1-1.1.5.jar,C:\Users\Lucky56\github\modpacks\mods\exposure_polaroid-neoforge-1.21.1-1.1.5.jar
Create: Extra Gauges,"Liukrast, Francywott",2.1.2,NeoForge,true,extra_gauges-2.1.2.jar,C:\Users\Lucky56\github\modpacks\mods\extra_gauges-2.1.2.jar
Fabric API,FabricMC,0.116.12+1.21.1,Fabric,false,fabric-api-0.116.12+1.21.1.jar.disabled,C:\Users\Lucky56\github\modpacks\mods\fabric-api-0.116.12+1.21.1.jar.disabled
FancyMenu,Keksuccino,3.9.1,NeoForge,true,fancymenu_neoforge_3.9.1_MC_1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\fancymenu_neoforge_3.9.1_MC_1.21.1.jar
Farmer's Delight,vectorwing,1.3.2,NeoForge,true,FarmersDelight-1.21.1-1.3.2.jar,C:\Users\Lucky56\github\modpacks\mods\FarmersDelight-1.21.1-1.3.2.jar
fastasyncworldsave mod,Someaddon,2.6,NeoForge,true,fastasyncworldsave-1.21-2.6.jar,C:\Users\Lucky56\github\modpacks\mods\fastasyncworldsave-1.21-2.6.jar
FastFurnace,Shadows_of_Fire,9.0.1,NeoForge,true,FastFurnace-1.21.1-9.0.1.jar,C:\Users\Lucky56\github\modpacks\mods\FastFurnace-1.21.1-9.0.1.jar
Fast Item Frames,Fuzs,21.1.6,NeoForge,true,FastItemFrames-v21.1.6-1.21.1-NeoForge..jar,C:\Users\Lucky56\github\modpacks\mods\FastItemFrames-v21.1.6-1.21.1-NeoForge..jar
Fast Paintings,MehVahdJukaar,1.21-1.3.0,NeoForge,true,fastpaintings-1.21-1.3.0-neoforge..jar,C:\Users\Lucky56\github\modpacks\mods\fastpaintings-1.21-1.3.0-neoforge..jar
Fast Suite,Shadows_of_Fire,6.0.7,NeoForge,true,FastSuite-1.21.1-6.0.7.jar,C:\Users\Lucky56\github\modpacks\mods\FastSuite-1.21.1-6.0.7.jar
Fast Workbench,Shadows_of_Fire,9.1.3,NeoForge,true,FastWorkbench-1.21.1-9.1.3.jar,C:\Users\Lucky56\github\modpacks\mods\FastWorkbench-1.21.1-9.1.3.jar
Ferrite Core,malte0811,7.0.3,NeoForge,true,ferritecore-7.0.3-neoforge..jar,C:\Users\Lucky56\github\modpacks\mods\ferritecore-7.0.3-neoforge..jar
Field Guide,"Evan, Kobber",1.13.0,NeoForge,true,fieldguide-neoforge-1.21.1-1.13.0.jar,C:\Users\Lucky56\github\modpacks\mods\fieldguide-neoforge-1.21.1-1.13.0.jar
Fixed Villager Trades,Qu,1.2.2,Fabric,true,fixed-villager-trades-1.2.2..jar,C:\Users\Lucky56\github\modpacks\mods\fixed-villager-trades-1.2.2..jar
Flerovium,MoePus,1.1.1,NeoForge,true,flerovium-neoforge-1.21.1-1.1.1-all.jar,C:\Users\Lucky56\github\modpacks\mods\flerovium-neoforge-1.21.1-1.1.1-all.jar
Fog,"IMB11,Steveplays",1.11.0-1.21.1,NeoForge,true,Fog-neoforge-1.11.0-1.21.1..jar,C:\Users\Lucky56\github\modpacks\mods\Fog-neoforge-1.11.0-1.21.1..jar
Forgified Fabric API,"Sinytra, FabricMC",0.116.7+2.2.4+1.21.1,NeoForge,true,forgified-fabric-api-0.116.7+2.2.4+1.21.1..jar,C:\Users\Lucky56\github\modpacks\mods\forgified-fabric-api-0.116.7+2.2.4+1.21.1..jar
Fragmentum,Obscuria,2.2.4,NeoForge,true,fragmentum-neoforge-1.21.1-2.2.4.jar,C:\Users\Lucky56\github\modpacks\mods\fragmentum-neoforge-1.21.1-2.2.4.jar
Framework,MrCrayfish,0.13.11,NeoForge,true,framework-neoforge-1.21.1-0.13.11.jar,C:\Users\Lucky56\github\modpacks\mods\framework-neoforge-1.21.1-0.13.11.jar
Friends&Foes,Faboslav,4.0.26,NeoForge,true,friendsandfoes-neoforge-4.0.26+mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\friendsandfoes-neoforge-4.0.26+mc1.21.1.jar
FTB Backups 3,FTB Team,21.1.5,NeoForge,true,ftb-backups-3-21.1.5.jar,C:\Users\Lucky56\github\modpacks\mods\ftb-backups-3-21.1.5.jar
FTB Essentials,FTB Team,2101.1.9,NeoForge,true,ftb-essentials-neoforge-2101.1.9.jar,C:\Users\Lucky56\github\modpacks\mods\ftb-essentials-neoforge-2101.1.9.jar
FTB Library,FTB Team,2101.1.32,NeoForge,true,ftb-library-neoforge-2101.1.32.jar,C:\Users\Lucky56\github\modpacks\mods\ftb-library-neoforge-2101.1.32.jar
Fzzy Config,fzzyhmstrs,0.7.6+1.21+neoforge,NeoForge,true,fzzy_config-0.7.6+1.21+neoforge..jar,C:\Users\Lucky56\github\modpacks\mods\fzzy_config-0.7.6+1.21+neoforge..jar
Gallery,Team Abnormals,2.0.1,NeoForge,true,gallery-1.21.1-2.0.1.jar,C:\Users\Lucky56\github\modpacks\mods\gallery-1.21.1-2.0.1.jar
Gardens of the Dead,ochotonida,5.0.2,NeoForge,true,gardens-of-the-dead-neoforge-5.0.2..jar,C:\Users\Lucky56\github\modpacks\mods\gardens-of-the-dead-neoforge-5.0.2..jar
GeckoLib 4,"Gecko, Eliot, AzureDoom, DerToaster, Tslat, Witixin",4.9.1,NeoForge,true,geckolib-neoforge-1.21.1-4.9.1.jar,C:\Users\Lucky56\github\modpacks\mods\geckolib-neoforge-1.21.1-4.9.1.jar
Gems Realm,"Xel'Bayria, MehVahdJukaar",1.21-2.11.3,NeoForge,false,gemsrealm-1.21-2.11.3-neoforge.jar.disabled,C:\Users\Lucky56\github\modpacks\mods\gemsrealm-1.21-2.11.3-neoforge.jar.disabled
Geophilic,bebebea_loste,3.6,"NeoForge, Forge, Fabric, Quilt",true,Geophilic v3.6.mod.jar,C:\Users\Lucky56\github\modpacks\mods\Geophilic v3.6.mod.jar
Geophilic Backport,Aarods,1.3.3,"NeoForge, Fabric",true,GeophilicBackported-v1.3.3 1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\GeophilicBackported-v1.3.3 1.21.1.jar
GlitchCore,Adubbz,2.1.0.2,NeoForge,true,GlitchCore-neoforge-1.21.1-2.1.0.2.jar,C:\Users\Lucky56\github\modpacks\mods\GlitchCore-neoforge-1.21.1-2.1.0.2.jar
Gnetum,decce,3.3.6,NeoForge,true,gnetum-3.3.6.jar,C:\Users\Lucky56\github\modpacks\mods\gnetum-3.3.6.jar
Gears n' Kinetics,LopyLuna,1.0m,NeoForge,true,GnKinetics-1.21.1-1.0m..jar,C:\Users\Lucky56\github\modpacks\mods\GnKinetics-1.21.1-1.0m..jar
Gpu memory leak fix,Someaddon,1.8,NeoForge,true,gpumemleakfix-1.21-1.8.jar,C:\Users\Lucky56\github\modpacks\mods\gpumemleakfix-1.21-1.8.jar
Handcrafted,"Alex Nijjar, Kekie6",4.0.3,NeoForge,true,handcrafted-neoforge-1.21.1-4.0.3..jar,C:\Users\Lucky56\github\modpacks\mods\handcrafted-neoforge-1.21.1-4.0.3..jar
Hardcore Revival,BlayTheNinth,21.1.15,NeoForge,true,hardcorerevival-neoforge-1.21.1-21.1.15.jar,C:\Users\Lucky56\github\modpacks\mods\hardcorerevival-neoforge-1.21.1-21.1.15.jar
Heartstone,"MehVahdJukaar, Plantkillable",1.21-1.3.1,NeoForge,true,heartstone-1.21-1.3.1-neoforge..jar,C:\Users\Lucky56\github\modpacks\mods\heartstone-1.21-1.3.1-neoforge..jar
Held Item Tooltips,Fuzs,21.1.0,NeoForge,true,HeldItemTooltips-v21.1.0-1.21.1-NeoForge..jar,C:\Users\Lucky56\github\modpacks\mods\HeldItemTooltips-v21.1.0-1.21.1-NeoForge..jar
Horseman,mortuusars,1.5.11,NeoForge,true,horseman-neoforge-1.21.1-1.5.11.jar,C:\Users\Lucky56\github\modpacks\mods\horseman-neoforge-1.21.1-1.5.11.jar
Iceberg,Grend,1.3.2,NeoForge,true,Iceberg-1.21.1-neoforge-1.3.2..jar,C:\Users\Lucky56\github\modpacks\mods\Iceberg-1.21.1-neoforge-1.3.2..jar
Illager Invasion,"Dricky, Safro, Zeckemith, Fuzs",21.1.6,NeoForge,true,IllagerInvasion-v21.1.6-1.21.1-NeoForge..jar,C:\Users\Lucky56\github\modpacks\mods\IllagerInvasion-v21.1.6-1.21.1-NeoForge..jar
I'm Fast,Bielhiss,1.0.2,NeoForge,true,imfast-NEOFORGE-1.0.2...jar,C:\Users\Lucky56\github\modpacks\mods\imfast-NEOFORGE-1.0.2...jar
ImmediatelyFast,RK_01,1.6.10+1.21.1,NeoForge,true,ImmediatelyFast-NeoForge-1.6.10+1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\ImmediatelyFast-NeoForge-1.6.10+1.21.1...jar
Immersive Hotbar,DerpDerpling,1.1.1-neoforge-1.21.1-BETA,NeoForge,true,immersivehotbar-1.1.1-neoforge-1.21-1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\immersivehotbar-1.1.1-neoforge-1.21-1.21.1...jar
Immersive Overlays,"cassiancc, noelledotjpg",1.7.2+1.21.1,NeoForge,true,immersiveoverlays-1.7.2+1.21.1-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\immersiveoverlays-1.7.2+1.21.1-neoforge.jar
Immersive Thunder,netcatgirl,1.21.1+1.2.2,Fabric,true,ImmersiveThunder-1.21.1+1.2.2...jar,C:\Users\Lucky56\github\modpacks\mods\ImmersiveThunder-1.21.1+1.2.2...jar
ImmersiveUI,OctoStudios,0.3.3,NeoForge,true,ImmersiveUI-NEOFORGE-0.3.3+1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\ImmersiveUI-NEOFORGE-0.3.3+1.21.1...jar
Immersive Melodies,Luke100000,0.6.4+1.21.1,NeoForge,true,immersive_melodies-neoforge-0.6.4+1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\immersive_melodies-neoforge-0.6.4+1.21.1.jar
Immersive Optimization,Luke100000,0.1.6,NeoForge,true,immersive_optimization-neoforge-1.21-0.1.6.jar,C:\Users\Lucky56\github\modpacks\mods\immersive_optimization-neoforge-1.21-0.1.6.jar
Immersive Paintings,Luke100000,0.7.8,NeoForge,true,immersive_paintings-neoforge-1.21.1-0.7.8.jar,C:\Users\Lucky56\github\modpacks\mods\immersive_paintings-neoforge-1.21.1-0.7.8.jar
Incendium,Stardust Labs,5.4.3,"NeoForge, Forge, Fabric, Quilt",true,Incendium_1.21.x_v5.4.4...jar,C:\Users\Lucky56\github\modpacks\mods\Incendium_1.21.x_v5.4.4...jar
Incubation,Team Abnormals,5.0.2,NeoForge,true,incubation-1.21.1-5.0.2...jar,C:\Users\Lucky56\github\modpacks\mods\incubation-1.21.1-5.0.2...jar
Iris,"coderbot, IMS212",1.8.14-beta.1+mc1.21.1,NeoForge,true,iris-neoforge-1.8.14-beta.1+mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\iris-neoforge-1.8.14-beta.1+mc1.21.1.jar
Item Obliterator,"ElocinDev, Recon1991, UQuark",2.3.0,NeoForge,true,Item-Obliterator-NeoForge-MC1.21.1-2.3.0.jar,C:\Users\Lucky56\github\modpacks\mods\Item-Obliterator-NeoForge-MC1.21.1-2.3.0.jar
Item Zoomer,iMeeTake,2.2.1-1.21.1,NeoForge,true,itemzoomer-neoforge-2.2.1-1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\itemzoomer-neoforge-2.2.1-1.21.1.jar
Item Descriptions,cassiancc,2.8.0+1.21.1,"NeoForge, Fabric",true,item_descriptions-2.8.0+1.21.1-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\item_descriptions-2.8.0+1.21.1-neoforge.jar
Jade,Snownee,15.10.5+neoforge,NeoForge,true,Jade-1.21.1-NeoForge-15.10.5...jar,C:\Users\Lucky56\github\modpacks\mods\Jade-1.21.1-NeoForge-15.10.5...jar
Jade Addons,Snownee,6.1.0+neoforge,NeoForge,true,JadeAddons-1.21.1-NeoForge-6.1.0...jar,C:\Users\Lucky56\github\modpacks\mods\JadeAddons-1.21.1-NeoForge-6.1.0...jar
JamLib,Jamalam,1.3.6+1.21.1,NeoForge,true,jamlib-neoforge-1.3.6+1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\jamlib-neoforge-1.3.6+1.21.1.jar
Just Enough Effects Descriptions,MehVahdJukaar,1.21-2.3.2,NeoForge,true,jeed-1.21-2.3.2.jar,C:\Users\Lucky56\github\modpacks\mods\jeed-1.21-2.3.2.jar
Journeymap,"Techbrew, Mysticdrew",1.21.1-6.0.0,"NeoForge, Fabric",true,journeymap-neoforge-1.21.1-6.0.0.jar,C:\Users\Lucky56\github\modpacks\mods\journeymap-neoforge-1.21.1-6.0.0.jar
Just Enough Breeding,Christofmeg,3.1.0,NeoForge,true,justenoughbreeding-neoforge-1.21.1-3.1.0.jar,C:\Users\Lucky56\github\modpacks\mods\justenoughbreeding-neoforge-1.21.1-3.1.0.jar
Kaleidoscope Cookery,"ysbbbbbb, tartaric_acid, Azumic",1.4.1-neoforge+mc1.21.1,NeoForge,true,kaleidoscopecookery-1.4.1-neoforge+mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\kaleidoscopecookery-1.4.1-neoforge+mc1.21.1.jar
Kaleidoscope Tavern,"ysbbbbbb, tartaric_acid",1.1.2-neoforge+mc1.21.1,NeoForge,true,kaleidoscopetavern-1.1.2-neoforge+mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\kaleidoscopetavern-1.1.2-neoforge+mc1.21.1.jar
Kaleidoscope End,-,1.0.14-neoforge+mc1.21.1,NeoForge,true,kaleidoscope_end-1.0.14-neoforge+mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\kaleidoscope_end-1.0.14-neoforge+mc1.21.1.jar
Kaleidoscope Nether,-,1.1.4-neoforge+mc1.21.1,NeoForge,true,kaleidoscope_nether-1.1.4-neoforge+mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\kaleidoscope_nether-1.1.4-neoforge+mc1.21.1.jar
Kiwi Library,Snownee,15.8.4+neoforge,NeoForge,true,Kiwi-1.21.1-NeoForge-15.8.4.jar,C:\Users\Lucky56\github\modpacks\mods\Kiwi-1.21.1-NeoForge-15.8.4.jar
Konkrete,Keksuccino,1.9.9,NeoForge,true,konkrete_neoforge_1.9.9_MC_1.21...jar,C:\Users\Lucky56\github\modpacks\mods\konkrete_neoforge_1.9.9_MC_1.21...jar
kotlinforforge-5.12.0-all,-,-,-,true,kotlinforforge-5.12.0-all.jar,C:\Users\Lucky56\github\modpacks\mods\kotlinforforge-5.12.0-all.jar
Krypton FNP,"404, tuxed",0.2.28.1-1.21.1,NeoForge,true,krypton_fnp-neoforge-1.21.1-0.2.28.1-1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\krypton_fnp-neoforge-1.21.1-0.2.28.1-1.21.1.jar
KubeJS Create,latvian.dev,2101.3.1-build.18,NeoForge,true,kubejs-create-neoforge-2101.3.1-build.18...jar,C:\Users\Lucky56\github\modpacks\mods\kubejs-create-neoforge-2101.3.1-build.18...jar
KubeJS,latvian.dev,2101.7.2-build.368,NeoForge,true,kubejs-neoforge-2101.7.2-build.368.jar,C:\Users\Lucky56\github\modpacks\mods\kubejs-neoforge-2101.7.2-build.368.jar
KubeJSDelight,"QinomeD, Bob Varioa",1.1.6,NeoForge,true,kubejsdelight-1.1.6.jar,C:\Users\Lucky56\github\modpacks\mods\kubejsdelight-1.1.6.jar
